Open Time ET,Side,Qty Open,Symbol,Descrip,Avg Price Open,Qty Closed,Closed Time ET,Avg Price Closed,DD as %,DD $,DD Time ET,DD Quant,DD Worst Price,Trade P/L
2022-07-13 11:08:41,SHORT,1,@MNQU2,MICRO E-MINI NASDAQ 100,11804.2308,1,2022-07-13 11:17:38,11799.7538,-0.17,-36.54,2022-07-13 11:12:00,1,11822.5000,8.00
2022-07-13 10:45:49,SHORT,1,@MNQU2,MICRO E-MINI NASDAQ 100,11801.8385,1,2022-07-13 11:00:11,11791.6462,-0.28,-60.82,2022-07-13 10:51:00,1,11832.2000,19.00
2022-07-12 18:47:02,SHORT,1,@MNQU2,MICRO E-MINI NASDAQ 100,11779.0000,1,2022-07-12 22:56:42,11806.8923,-0.35,-75.50,2022-07-12 21:09:00,1,11816.8000,-57.00
2022-07-11 14:01:57,SHORT,1,@MNQU2,MICRO E-MINI NASDAQ 100,11977.4769,1,2022-07-11 15:56:35,11874.5273,0.00,0.00,2022-07-11 14:01:57,,0.0000,205.00
2022-07-10 21:36:13,SHORT,1,@MNQU2,MICRO E-MINI NASDAQ 100,12077.4778,1,2022-07-10 21:44:23,12079.8000,-0.09,-19.04,2022-07-10 21:41:00,1,12087.0000,-6.00
2022-07-07 09:34:56,SHORT,1,@MNQU2,MICRO E-MINI NASDAQ 100,11994.8000,1,2022-07-08 06:43:29,12107.9111,-1.61,-347.90,2022-07-07 15:21:00,1,12168.8000,-227.00
2022-07-06 15:26:16,SHORT,1,@MNQU2,MICRO E-MINI NASDAQ 100,11958.6875,1,2022-07-06 15:43:22,11928.4625,-0.14,-30.62,2022-07-06 15:36:00,1,11974.0000,59.00
2022-07-06 11:43:21,LONG,1,@QMQ2,MINY CRUDE OIL,96.4714,1,2022-07-06 12:04:17,96.5214,-1.71,-373.21,2022-07-06 11:51:00,1,95.7250,17.00
2022-07-05 11:40:33,LONG,1,@MNQU2,MICRO E-MINI NASDAQ 100,11511.1375,1,2022-07-05 11:58:12,11575.9286,0.00,0.00,2022-07-05 11:40:33,,0.0000,129.00
2022-07-05 09:47:57,LONG,1,@MNQU2,MICRO E-MINI NASDAQ 100,11463.0750,1,2022-07-05 10:24:47,11499.9875,-0.54,-115.65,2022-07-05 10:04:00,1,11405.2000,73.00
2022-07-04 18:16:07,LONG,1,@MNQU2,MICRO E-MINI NASDAQ 100,11609.6286,1,2022-07-04 19:23:01,11728.0000,-0.04,-8.76,2022-07-04 18:27:00,1,11605.2000,236.00
2022-06-29 10:59:48,SHORT,1,@MNQU2,MICRO E-MINI NASDAQ 100,11694.1125,1,2022-06-29 13:32:55,11646.7143,-0.21,-45.27,2022-06-29 11:37:00,1,11716.8000,94.00
2022-06-28 15:30:34,LONG,1,@MNQU2,MICRO E-MINI NASDAQ 100,11713.2556,1,2022-06-28 18:40:45,11689.8250,-0.48,-103.51,2022-06-28 16:02:00,1,11661.5000,-48.00
2022-06-27 21:50:04,SHORT,3,@MNQU2,MICRO E-MINI NASDAQ 100,12104.2185,3,2022-06-28 11:58:03,12010.5653,-1.40,-291.86,2022-06-28 03:12:00,2,12158.5000,559.00
2022-06-27 18:48:29,LONG,1,@MNQU2,MICRO E-MINI NASDAQ 100,12063.2111,1,2022-06-27 21:50:04,12036.1667,-0.28,-58.92,2022-06-27 21:50:00,1,12033.8000,-55.00
2022-06-27 11:12:11,SHORT,1,@MNQU2,MICRO E-MINI NASDAQ 100,12092.3556,1,2022-06-27 12:44:42,12071.0000,-0.57,-118.79,2022-06-27 11:46:00,1,12151.8000,42.00
2022-06-27 09:34:27,SHORT,1,@MNQU2,MICRO E-MINI NASDAQ 100,12127.9000,1,2022-06-27 09:35:41,12106.0556,0.00,0.00,2022-06-27 09:34:27,,0.0000,43.00
2022-06-26 18:34:04,SHORT,1,@MNQU2,MICRO E-MINI NASDAQ 100,12104.5667,1,2022-06-26 19:28:03,12131.6889,-0.28,-58.87,2022-06-26 19:28:00,1,12134.0000,-55.00
2022-06-24 10:18:29,SHORT,1,@MNQU2,MICRO E-MINI NASDAQ 100,12047.9000,1,2022-06-24 14:31:41,12035.5000,-0.22,-46.70,2022-06-24 10:24:00,1,12071.2000,24.00
2022-06-23 19:25:00,SHORT,1,@MNQU2,MICRO E-MINI NASDAQ 100,11711.3667,1,2022-06-23 21:15:37,11743.4111,-0.33,-68.27,2022-06-23 21:15:00,1,11745.5000,-65.00
2022-06-22 20:53:50,LONG,1,@MNQU2,MICRO E-MINI NASDAQ 100,11588.1625,1,2022-06-22 21:57:59,11507.1500,-0.81,-171.32,2022-06-22 21:57:00,1,11502.5000,-163.00
2022-06-22 19:07:35,SHORT,1,@MNQU2,MICRO E-MINI NASDAQ 100,11515.3875,1,2022-06-22 20:03:33,11497.4125,0.00,0.00,2022-06-22 19:07:35,,0.0000,35.00
2022-06-22 16:34:48,SHORT,1,@MNQU2,MICRO E-MINI NASDAQ 100,11541.3500,1,2022-06-22 18:15:15,11535.5857,-0.16,-34.80,2022-06-22 18:00:00,1,11558.8000,11.00
2022-06-22 09:27:32,LONG,1,@MNQU2,MICRO E-MINI NASDAQ 100,11446.9000,1,2022-06-22 09:56:05,11602.9667,-0.00,-0.80,2022-06-22 09:30:00,1,11446.5000,311.00
2022-06-21 09:42:34,LONG,1,@MNQU2,MICRO E-MINI NASDAQ 100,11595.3667,1,2022-06-21 10:14:52,11645.2500,-0.37,-76.23,2022-06-21 09:46:00,1,11557.2000,99.00
2022-06-20 20:57:31,LONG,1,@MNQU2,MICRO E-MINI NASDAQ 100,11457.1000,1,2022-06-21 03:35:24,11505.8400,-1.77,-366.20,2022-06-21 00:00:00,1,11274.0000,96.00
2022-06-19 18:25:07,LONG,1,@MNQU2,MICRO E-MINI NASDAQ 100,11388.5000,1,2022-06-19 19:13:14,11400.5000,-0.12,-25.50,2022-06-19 18:29:00,1,11375.8000,23.00
2022-06-17 10:58:08,LONG,1,@MNQU2,MICRO E-MINI NASDAQ 100,11166.1667,1,2022-06-17 13:22:59,11360.7333,-0.29,-58.33,2022-06-17 11:01:00,1,11137.0000,388.00
2022-06-16 14:39:19,LONG,1,@MNQU2,MICRO E-MINI NASDAQ 100,11114.8667,1,2022-06-16 19:18:40,11182.6000,-0.46,-92.23,2022-06-16 14:54:00,1,11068.8000,134.00
2022-06-16 09:38:47,SHORT,1,@MNQU2,MICRO E-MINI NASDAQ 100,11278.3333,1,2022-06-16 11:01:47,11173.2333,-0.70,-139.33,2022-06-16 09:47:00,1,11348.0000,209.00
2022-06-16 01:53:55,LONG,2,@MNQU2,MICRO E-MINI NASDAQ 100,11569.4667,2,2022-06-16 02:33:14,11519.6167,-1.31,-262.87,2022-06-16 02:33:00,2,11503.8000,-201.00
2022-06-15 21:00:00,LONG,1,@MNQU2,MICRO E-MINI NASDAQ 100,11730.8000,1,2022-06-15 21:04:10,11731.9333,-0.04,-8.10,2022-06-15 21:02:00,1,11726.8000,1.00
2022-06-15 14:32:58,SHORT,4,@MNQU2,MICRO E-MINI NASDAQ 100,11561.9083,4,2022-06-15 19:32:50,11652.3833,-6.96,-1445.70,2022-06-15 14:46:00,3,11754.2000,-728.00
2022-06-14 18:37:09,LONG,1,@MNQU2,MICRO E-MINI NASDAQ 100,11386.5000,1,2022-06-14 20:45:16,11412.7667,-0.23,-48.50,2022-06-14 19:16:00,1,11362.2000,52.00
2022-06-14 15:23:01,LONG,1,@MNQU2,MICRO E-MINI NASDAQ 100,11258.9333,1,2022-06-14 15:43:55,11362.7000,0.00,0.00,2022-06-14 15:23:01,,0.0000,207.00
2022-06-14 12:49:13,LONG,1,@MNQU2,MICRO E-MINI NASDAQ 100,11338.6667,1,2022-06-14 13:28:24,11414.2667,-0.07,-13.33,2022-06-14 12:53:00,1,11332.0000,150.00
2022-06-14 10:50:08,LONG,1,@MNQU2,MICRO E-MINI NASDAQ 100,11362.6667,1,2022-06-14 11:50:50,11364.3000,-0.76,-156.33,2022-06-14 11:16:00,1,11284.5000,2.00
2022-06-14 08:41:47,LONG,2,@MNQU2,MICRO E-MINI NASDAQ 100,11398.1667,2,2022-06-14 10:00:11,11375.1667,-2.01,-411.67,2022-06-14 09:44:00,2,11295.2000,-94.00
2022-06-14 08:30:42,LONG,1,@MNQU2,MICRO E-MINI NASDAQ 100,11410.5000,1,2022-06-14 08:39:58,11431.3333,0.00,0.00,2022-06-14 08:30:42,,0.0000,41.00
2022-06-14 07:58:24,LONG,1,@MNQU2,MICRO E-MINI NASDAQ 100,11363.2000,1,2022-06-14 08:01:20,11398.7667,0.00,0.00,2022-06-14 07:58:24,,0.0000,70.00
2022-06-13 20:28:57,LONG,1,@MNQU2,MICRO E-MINI NASDAQ 100,11393.0333,1,2022-06-13 20:31:25,11396.4000,-0.03,-6.57,2022-06-13 20:31:00,1,11389.8000,6.00
2022-06-13 15:44:16,LONG,1,@MNQU2,MICRO E-MINI NASDAQ 100,11320.2000,1,2022-06-13 16:44:28,11369.6667,-0.36,-71.90,2022-06-13 15:51:00,1,11284.2000,98.00
2022-06-13 10:46:09,LONG,1,@MNQU2,MICRO E-MINI NASDAQ 100,11390.8333,1,2022-06-13 11:16:36,11402.0000,-0.45,-91.67,2022-06-13 11:10:00,1,11345.0000,21.00
2022-06-13 03:03:55,LONG,2,@MNQU2,MICRO E-MINI NASDAQ 100,11543.8000,2,2022-06-13 09:36:13,11554.6167,-1.67,-333.20,2022-06-13 04:19:00,2,11460.5000,41.00
2022-06-12 20:00:00,SHORT,1,@MNQU2,MICRO E-MINI NASDAQ 100,11692.6000,1,2022-06-13 03:01:20,11597.0667,-1.36,-273.30,2022-06-13 00:00:00,1,11829.2000,190.00
2022-06-10 11:00:00,SHORT,1,@MNQU2,MICRO E-MINI NASDAQ 100,11881.4667,1,2022-06-10 16:00:00,11870.4000,-1.20,-239.07,2022-06-10 15:28:00,1,12001.0000,21.00
2022-06-10 08:35:06,SHORT,1,@MNQU2,MICRO E-MINI NASDAQ 100,12070.2000,1,2022-06-10 08:46:35,12137.6667,-1.07,-215.60,2022-06-10 08:41:00,1,12178.0000,-136.00
2022-06-09 21:02:51,SHORT,1,@MNQU2,MICRO E-MINI NASDAQ 100,12302.3750,1,2022-06-10 03:26:14,12297.5000,-0.82,-164.75,2022-06-10 00:00:00,1,12384.8000,9.00
2022-06-09 08:44:17,SHORT,3,@MNQU2,MICRO E-MINI NASDAQ 100,12594.6667,3,2022-06-09 19:31:26,12320.0778,-3.56,-657.50,2022-06-09 10:32:00,3,12704.2000,1645.00
2022-06-08 12:57:24,SHORT,3,@MNQM2,MICRO E-MINI NASDAQ 100,12632.5111,3,2022-06-08 18:44:54,12624.5000,-0.84,-154.43,2022-06-08 15:33:00,3,12658.2000,45.00
2022-06-08 11:00:00,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,12713.8333,1,2022-06-08 12:33:01,12656.5000,-0.67,-124.17,2022-06-08 12:33:00,1,12651.8000,-116.00
2022-06-08 09:49:24,LONG,2,@MNQM2,MICRO E-MINI NASDAQ 100,12756.0000,2,2022-06-08 10:16:45,12702.4500,-1.49,-278.00,2022-06-08 10:15:00,2,12686.5000,-216.00
2022-06-08 06:06:19,SHORT,2,@MNQM2,MICRO E-MINI NASDAQ 100,12655.2500,2,2022-06-08 08:13:59,12686.9500,-1.44,-269.00,2022-06-08 07:33:00,2,12722.5000,-129.00
2022-06-08 06:00:00,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,12681.9000,1,2022-06-08 06:06:19,12655.5500,-0.29,-55.30,2022-06-08 06:06:00,1,12654.2000,-54.00
2022-06-07 20:01:14,SHORT,1,@MNQM2,MICRO E-MINI NASDAQ 100,12674.6500,1,2022-06-08 05:37:21,12687.9000,-0.39,-73.20,2022-06-07 22:10:00,1,12711.2000,-28.00
2022-06-07 10:08:44,SHORT,3,@MNQM2,MICRO E-MINI NASDAQ 100,12599.2444,3,2022-06-07 12:54:05,12614.2778,-3.36,-640.53,2022-06-07 10:46:00,3,12706.0000,-93.00
2022-06-06 18:33:12,SHORT,2,@MNQM2,MICRO E-MINI NASDAQ 100,12529.4667,2,2022-06-07 09:29:22,12454.6667,-0.27,-51.13,2022-06-07 00:00:00,1,12614.5000,297.00
2022-06-06 15:37:52,SHORT,1,@MNQM2,MICRO E-MINI NASDAQ 100,12548.2667,1,2022-06-06 15:41:11,12568.6000,-0.33,-61.97,2022-06-06 15:41:00,1,12579.2000,-42.00
2022-06-06 09:40:05,SHORT,2,@MNQM2,MICRO E-MINI NASDAQ 100,12746.7833,2,2022-06-06 13:49:12,12645.9167,-1.34,-243.87,2022-06-06 10:52:00,2,12807.8000,401.00
2022-06-06 04:30:00,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,12742.2333,1,2022-06-06 06:53:42,12741.5000,-0.43,-78.47,2022-06-06 05:44:00,1,12703.0000,-2.00
2022-06-05 20:30:01,SHORT,1,@MNQM2,MICRO E-MINI NASDAQ 100,12569.8667,1,2022-06-05 22:30:00,12606.2667,-0.46,-83.77,2022-06-05 22:22:00,1,12611.8000,-74.00
2022-06-03 11:00:00,SHORT,1,@MNQM2,MICRO E-MINI NASDAQ 100,12565.6000,1,2022-06-03 16:00:00,12554.4000,-0.87,-162.30,2022-06-03 13:04:00,1,12646.8000,21.00
2022-06-02 04:30:00,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,12643.3667,1,2022-06-02 09:30:00,12512.5000,-1.84,-341.73,2022-06-02 09:30:00,1,12472.5000,-263.00
2022-05-31 10:11:28,SHORT,4,@MNQM2,MICRO E-MINI NASDAQ 100,12587.5000,4,2022-05-31 12:03:27,12709.8150,-4.98,-982.50,2022-05-31 12:03:00,3,12751.2000,-983.00
2022-05-31 06:30:00,SHORT,1,@MNQM2,MICRO E-MINI NASDAQ 100,12633.6800,1,2022-05-31 09:58:48,12556.6000,-0.74,-145.14,2022-05-31 07:10:00,1,12706.2000,153.00
2022-05-30 20:31:29,SHORT,1,@MNQM2,MICRO E-MINI NASDAQ 100,12757.4000,1,2022-05-30 20:58:05,12711.8600,0.00,0.00,2022-05-30 20:31:29,,0.0000,90.00
2022-05-30 18:16:27,SHORT,1,@MNQU2,MICRO E-MINI NASDAQ 100,12810.6750,1,2022-05-30 18:59:22,12812.4400,-0.02,-4.65,2022-05-30 18:59:00,1,12813.0000,-5.00
2022-05-30 06:31:25,SHORT,1,@MNQU2,MICRO E-MINI NASDAQ 100,12854.5000,1,2022-05-30 10:47:53,12816.6400,-0.23,-45.00,2022-05-30 07:09:00,1,12877.0000,75.00
2022-05-30 03:17:05,SHORT,1,@MNQU2,MICRO E-MINI NASDAQ 100,12872.3000,1,2022-05-30 06:27:25,12859.2200,-0.40,-77.40,2022-05-30 05:48:00,1,12911.0000,25.00
2022-05-30 01:00:15,LONG,1,@MNQU2,MICRO E-MINI NASDAQ 100,12847.6400,1,2022-05-30 03:16:37,12872.1400,-0.11,-20.78,2022-05-30 01:03:00,1,12837.2000,48.00
2022-05-29 20:10:53,SHORT,2,@MNQM2,MICRO E-MINI NASDAQ 100,12753.2100,2,2022-05-30 00:34:11,12803.6750,-1.02,-199.16,2022-05-30 00:33:00,2,12803.0000,-204.00
2022-05-27 10:04:07,SHORT,2,@MNQM2,MICRO E-MINI NASDAQ 100,12542.3400,2,2022-05-27 11:30:00,12552.0000,-1.04,-204.64,2022-05-27 10:37:00,2,12593.5000,-41.00
2022-05-27 09:18:56,SHORT,1,@MNQM2,MICRO E-MINI NASDAQ 100,12402.9600,1,2022-05-27 09:19:54,12394.7000,0.00,0.00,2022-05-27 09:18:56,,0.0000,16.00
2022-05-27 07:54:51,SHORT,2,@MNQM2,MICRO E-MINI NASDAQ 100,12297.0364,2,2022-05-27 07:58:52,12295.2600,-0.05,-10.85,2022-05-27 07:57:00,2,12299.8000,5.00
2022-05-27 04:30:00,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,12326.1200,1,2022-05-27 07:54:51,12297.2400,-0.34,-66.24,2022-05-27 07:53:00,1,12293.0000,-59.00
2022-05-26 18:17:15,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,12282.0000,1,2022-05-26 20:28:18,12278.5000,-0.12,-23.50,2022-05-26 20:18:00,1,12270.2000,-8.00
2022-05-26 13:29:16,SHORT,1,@MNQM2,MICRO E-MINI NASDAQ 100,12283.9000,1,2022-05-26 13:31:24,12294.2500,-0.11,-21.00,2022-05-26 13:31:24,1,12294.2000,-22.00
2022-05-26 12:50:24,SHORT,1,@MNQM2,MICRO E-MINI NASDAQ 100,12301.1250,1,2022-05-26 13:27:33,12295.2250,-0.43,-84.75,2022-05-26 13:10:00,1,12343.5000,11.00
2022-05-26 12:32:17,SHORT,1,@MNQM2,MICRO E-MINI NASDAQ 100,12297.1000,1,2022-05-26 12:46:24,12294.0000,-0.06,-11.30,2022-05-26 12:40:00,1,12302.8000,5.00
2022-05-26 10:00:53,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,12129.3250,1,2022-05-26 10:07:13,12133.5250,-0.34,-66.15,2022-05-26 10:05:00,1,12096.2000,7.00
2022-05-26 00:37:42,LONG,2,@MNQM2,MICRO E-MINI NASDAQ 100,11905.7375,2,2022-05-26 07:31:53,11980.1125,-0.55,-105.70,2022-05-26 02:08:00,1,11848.5000,296.00
2022-05-25 19:19:25,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,11920.5500,1,2022-05-25 19:34:51,11910.2500,-0.12,-23.10,2022-05-25 19:34:00,1,11909.0000,-22.00
2022-05-25 18:16:05,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,11916.0000,1,2022-05-25 19:05:51,11915.7250,-0.24,-47.50,2022-05-25 18:28:00,1,11892.2000,-2.00
2022-05-25 12:29:54,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,11809.0400,1,2022-05-25 14:02:44,11912.6400,-0.21,-41.08,2022-05-25 12:36:00,1,11788.5000,206.00
2022-05-25 10:17:23,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,11830.5000,1,2022-05-25 11:59:43,11858.1250,-0.17,-32.00,2022-05-25 11:35:00,1,11814.5000,54.00
2022-05-25 09:53:08,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,11777.9000,1,2022-05-25 09:53:30,11782.2600,0.00,0.00,2022-05-25 09:53:08,,0.0000,8.00
2022-05-25 09:31:00,LONG,3,@MNQM2,MICRO E-MINI NASDAQ 100,11747.6400,3,2022-05-25 09:49:01,11780.6467,0.00,0.00,2022-05-25 09:31:00,,0.0000,195.00
2022-05-25 08:34:16,LONG,3,@MNQM2,MICRO E-MINI NASDAQ 100,11731.4067,3,2022-05-25 08:57:42,11707.3800,-0.91,-174.94,2022-05-25 08:41:00,3,11702.2000,-147.00
2022-05-25 08:30:00,SHORT,1,@MNQM2,MICRO E-MINI NASDAQ 100,11692.2000,1,2022-05-25 08:34:16,11731.7600,-0.50,-97.10,2022-05-25 08:34:00,1,11740.8000,-80.00
2022-05-25 08:07:43,SHORT,1,@MNQM2,MICRO E-MINI NASDAQ 100,11687.9200,1,2022-05-25 08:09:00,11695.9200,-0.08,-16.00,2022-05-25 08:09:00,1,11695.9000,-17.00
2022-05-24 20:39:03,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,11809.2600,1,2022-05-24 22:54:29,11843.4250,0.00,0.00,2022-05-24 20:39:03,,0.0000,67.00
2022-05-24 16:57:36,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,11810.5200,1,2022-05-24 19:50:58,11848.6000,-0.01,-1.54,2022-05-24 18:00:00,1,11809.8000,75.00
2022-05-24 15:37:47,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,11799.9600,1,2022-05-24 16:05:35,11806.3000,-0.61,-117.42,2022-05-24 15:55:00,1,11741.2000,12.00
2022-05-24 15:36:08,LONG,2,@MNQM2,MICRO E-MINI NASDAQ 100,11789.8300,2,2022-05-24 15:36:48,11788.3500,-0.03,-6.00,2022-05-24 15:36:48,2,11788.3000,-8.00
2022-05-24 14:09:30,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,11768.8400,1,2022-05-24 14:31:16,11721.0800,-0.61,-118.18,2022-05-24 14:20:00,1,11709.8000,-97.00
2022-05-24 14:06:21,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,11724.6800,1,2022-05-24 14:07:46,11729.3400,0.00,0.00,2022-05-24 14:06:21,,0.0000,8.00
2022-05-24 13:01:39,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,11679.9200,1,2022-05-24 13:57:42,11737.9600,-0.39,-73.84,2022-05-24 13:04:00,1,11643.0000,115.00
2022-05-24 09:35:16,SHORT,2,@MNQM2,MICRO E-MINI NASDAQ 100,11787.1500,2,2022-05-24 10:32:30,11697.2125,0.00,0.00,2022-05-24 09:35:16,,0.0000,358.00
2022-05-24 09:22:57,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,11843.8500,1,2022-05-24 09:35:16,11787.4250,-0.69,-129.70,2022-05-24 09:35:00,1,11779.0000,-114.00
2022-05-24 00:00:00,SHORT,7,@MNQM2,MICRO E-MINI NASDAQ 100,11829.2079,7,2022-05-24 06:37:06,11830.4813,-0.34,-63.59,2022-05-24 06:37:00,-7,11833.8000,-25.00
2022-05-23 18:35:33,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,11860.8000,1,2022-05-23 20:28:02,11876.0750,-0.11,-21.60,2022-05-23 18:39:00,1,11850.0000,30.00
2022-05-23 16:07:33,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,12051.5000,1,2022-05-23 16:23:27,12053.0500,-0.01,-2.00,2022-05-23 16:14:00,1,12050.5000,2.00
2022-05-23 12:00:00,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,11991.3250,1,2022-05-23 14:56:57,12002.1500,-0.79,-149.15,2022-05-23 13:21:00,1,11916.8000,21.00
2022-05-23 08:30:00,SHORT,1,@MNQM2,MICRO E-MINI NASDAQ 100,11919.3750,1,2022-05-23 09:41:51,11907.7500,-0.09,-17.25,2022-05-23 09:19:00,1,11928.0000,22.00
2022-05-19 11:30:00,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,11948.4500,1,2022-05-19 16:00:00,11873.7250,-1.02,-194.90,2022-05-19 13:14:00,1,11851.0000,-150.00
2022-05-19 04:30:00,SHORT,1,@MNQM2,MICRO E-MINI NASDAQ 100,11785.8200,1,2022-05-19 09:37:13,11957.6750,-2.02,-385.86,2022-05-19 09:37:00,1,11978.8000,-345.00
2022-05-18 18:33:28,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,11904.9333,1,2022-05-18 18:55:20,11900.0333,-0.09,-16.87,2022-05-18 18:54:00,1,11896.5000,-11.00
2022-05-18 15:39:42,LONG,3,@MNQM2,MICRO E-MINI NASDAQ 100,11934.3867,3,2022-05-18 16:50:22,11906.0117,-1.47,-284.55,2022-05-18 16:39:00,2,11863.2000,-173.00
2022-05-18 15:05:15,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,11952.0000,1,2022-05-18 15:12:41,11956.5800,-0.11,-21.50,2022-05-18 15:10:00,1,11941.2000,8.00
2022-05-18 08:00:00,SHORT,1,@MNQM2,MICRO E-MINI NASDAQ 100,12415.6400,1,2022-05-18 11:24:16,12173.0000,-0.33,-63.72,2022-05-18 08:29:00,1,12447.5000,484.00
2022-05-17 22:41:39,LONG,2,@MNQM2,MICRO E-MINI NASDAQ 100,12539.6900,2,2022-05-18 07:05:37,12458.9600,-1.75,-334.76,2022-05-18 07:05:00,2,12456.0000,-325.00
2022-05-17 10:40:05,SHORT,4,@MNQM2,MICRO E-MINI NASDAQ 100,12461.1417,4,2022-05-17 22:41:39,12482.0400,-2.41,-459.43,2022-05-17 19:32:00,2,12576.0000,-171.00
2022-05-17 08:00:35,SHORT,1,@MNQM2,MICRO E-MINI NASDAQ 100,12472.3500,1,2022-05-17 08:05:11,12482.5000,-0.20,-38.30,2022-05-17 08:03:00,1,12491.5000,-21.00
2022-05-17 04:30:00,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,12460.9500,1,2022-05-17 07:27:11,12505.8750,-0.06,-12.40,2022-05-17 04:32:00,1,12454.8000,89.00
2022-05-16 19:32:37,SHORT,1,@MNQM2,MICRO E-MINI NASDAQ 100,12246.8000,1,2022-05-16 19:42:31,12255.0000,-0.10,-19.40,2022-05-16 19:42:00,1,12256.5000,-17.00
2022-05-16 11:35:11,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,12242.0000,1,2022-05-16 11:47:27,12283.7333,-0.16,-30.50,2022-05-16 11:38:00,1,12226.8000,82.00
2022-05-16 10:00:00,SHORT,1,@MNQM2,MICRO E-MINI NASDAQ 100,12246.1333,1,2022-05-16 11:35:11,12242.5000,-1.35,-258.73,2022-05-16 10:29:00,1,12375.5000,6.00
2022-05-16 08:57:28,SHORT,1,@MNQM2,MICRO E-MINI NASDAQ 100,12355.5000,1,2022-05-16 09:07:49,12353.4000,-0.13,-24.50,2022-05-16 09:05:00,1,12367.8000,3.00
2022-05-16 08:30:18,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,12370.0000,1,2022-05-16 08:36:18,12403.6333,0.00,0.00,2022-05-16 08:30:18,,0.0000,66.00
2022-05-13 10:30:00,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,12323.4000,1,2022-05-13 10:30:40,12316.3500,-0.07,-14.00,2022-05-13 10:30:40,1,12316.3000,-15.00
2022-05-13 08:00:00,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,12200.1000,1,2022-05-13 10:07:18,12288.5000,-1.42,-270.70,2022-05-13 09:35:00,1,12064.8000,176.00
2022-05-12 18:16:59,LONG,2,@MNQM2,MICRO E-MINI NASDAQ 100,11934.7500,2,2022-05-12 21:08:20,12043.3750,-0.19,-36.00,2022-05-12 18:24:00,2,11925.8000,433.00
2022-05-12 13:12:41,LONG,4,@MNQM2,MICRO E-MINI NASDAQ 100,11793.3125,4,2022-05-12 16:56:07,11804.9375,-3.74,-700.50,2022-05-12 14:09:00,4,11705.8000,89.00
2022-05-12 11:50:48,LONG,4,@MNQM2,MICRO E-MINI NASDAQ 100,11859.3125,4,2022-05-12 13:10:03,11891.1250,-2.48,-398.50,2022-05-12 12:18:00,4,11809.5000,251.00
2022-05-12 10:24:47,LONG,2,@MNQM2,MICRO E-MINI NASDAQ 100,11984.5000,2,2022-05-12 11:17:34,12022.7500,-1.17,-188.00,2022-05-12 10:45:00,1,11915.0000,151.00
2022-05-12 04:31:06,LONG,15,@MNQM2,MICRO E-MINI NASDAQ 100,11818.1833,15,2022-05-12 10:16:42,11905.9833,-19.99,-3010.40,2022-05-12 09:40:00,12,11692.8000,2620.00
2022-05-12 04:08:08,LONG,1,@MNQM2,MICRO E-MINI NASDAQ 100,11868.7500,1,2022-05-12 04:13:21,11888.5000,0.00,0.00,2022-05-12 04:08:08,,0.0000,39.00
2022-05-12 03:45:25,LONG,4,@MNQM2,MICRO E-MINI NASDAQ 100,11901.8125,4,2022-05-12 04:01:32,11922.9375,0.00,0.00,2022-05-12 03:45:25,,0.0000,165.00
2022-05-12 03:00:00,SHORT,1,@MNQM2,MICRO E-MINI NASDAQ 100,11910.2500,1,2022-05-12 03:43:41,11879.2500,-0.11,-17.00,2022-05-12 03:16:00,1,11918.8000,61.00
2022-05-11 19:05:37,LONG,4,@MNQM2,MICRO E-MINI NASDAQ 100,11993.0625,4,2022-05-12 02:30:00,11936.3750,-3.31,-520.50,2022-05-11 20:20:00,3,11923.2000,-458.00
